0.3716280460357666	50	[0.0, 0.0, 0.6026833965652898, 153.875, 6.0, 9.5625]
0.7842390537261963	50	[0.0, 0.0, 0.6126085795853902, 153.9375, 5.1875, 10.1875]
1.207927942276001	50	[0.0, 0.0, 0.6335551645001157, 153.9375, 3.3125, 10.4375]
1.6198639869689941	50	[0.0, 0.0, 0.6648389216485243, 153.9375, 0.875, 10.0625]
2.0276436805725098	50	[2.9009209453742555, 6.072129924123286, 0.6945445354469262, 154.0, -0.6875, 10.125]
2.445242404937744	50	[2.9127376982497495, 6.066015881988844, 0.7443808660777382, 154.3125, -1.0625, 9.9375]
2.8443946838378906	50	[2.9127376982497495, 6.066015881988844, 0.773319630355973, 154.75, 0.25, 10.5]
3.276097536087036	50	[2.901756724079261, 6.059009182899231, 0.8224990243011121, 155.25, 2.25, 10.375]
3.700427293777466	50	[2.8866836182908706, 6.050780264708595, 0.8602886281490335, 155.875, 4.375, 10.375]
4.0962302684783936	50	[2.8866836182908706, 6.050780264708595, 0.929842858130014, 156.4375, 5.0625, 9.75]
4.49708104133606	50	[2.908185363839274, 6.031388317895293, 0.9995998013210794, 157.0, 4.4375, 9.9375]
4.90953803062439	50	[2.9464335913397015, 6.0243237803334395, 1.080629403065872, 157.6875, 2.75, 10.0]
5.3217620849609375	50	[2.9464335913397015, 6.0243237803334395, 1.179734451253192, 158.375, 0.6875, 10.5]
5.719945669174194	50	[3.062670788051773, 6.008785119094601, 1.2688181040759132, 159.0625, -0.5, 10.5625]
6.117205858230591	50	[3.083129681773485, 5.993664850957864, 1.3584082489891784, 159.8125, -0.5625, 10.4375]
6.516088247299194	50	[3.083129681773485, 5.993664850957864, 1.4488362249407087, 160.625, 0.625, 10.0625]
6.910984516143799	50	[3.0739020951136684, 5.969349788007222, 1.5378634025190836, 161.5, 2.4375, 9.75]
7.308835506439209	50	[2.8398531030746472, 6.034830809840087, 1.6336764801584334, 162.4375, 4.125, 9.9375]
7.726326942443848	50	[2.8398531030746472, 6.034830809840087, 1.7402522994059344, 163.5, 4.8125, 10.125]
8.123623609542847	50	[3.3439007117276205, 5.622330937717228, 1.8689453503179518, 164.5625, 4.25, 10.4375]
8.52184271812439	50	[3.2475957148474244, 5.724484360064368, 1.9915600862799443, 165.625, 2.625, 10.3125]
8.922770500183105	50	[3.2475957148474244, 5.724484360064368, 2.131964985683477, 166.6875, 0.875, 10.375]
9.328961372375488	50	[3.0722480627775526, 5.960111701684638, 2.272267749486404, 167.875, -0.375, 10.125]
9.729748725891113	50	[3.0072245327600964, 6.202372339979023, 2.4005605687535883, 169.0625, -0.5, 10.25]
10.139191389083862	50	[3.0072245327600964, 6.202372339979023, 2.5196191163514907, 170.4375, 0.4375, 10.25]
10.543870210647583	0	[3.450385902158447, 6.07471787690739, 2.625789738057873, 171.875, 2.1875, 10.4375]
10.95339298248291	0	[3.473777451970999, 6.040452355696035, 2.7328332621143856, 173.4375, 3.625, 10.1875]
