0.363969087600708	-1	[3.079322191501172, 10.629343122949068, 4.73693784778728, 188.75, 0.375, 10.6875]
0.765815019607544	-1	[3.9189617377272716, 10.974194552053035, 4.76318537008955, 189.25, 0.1875, 9.0625]
1.178894281387329	-1	[3.9189617377272716, 10.974194552053035, 4.817233198529093, 189.1875, 0.8125, 8.5]
1.5972328186035156	-1	[3.0835902324141857, 10.635582281137557, 4.793872521237213, 188.25, 1.8125, 8.6875]
2.002089023590088	-1	[2.7292384387684727, 11.021475589203186, 4.802144407583048, 186.25, 2.75, 9.625]
2.417708158493042	-1	[2.7292384387684727, 11.021475589203186, 4.80435286096917, 183.1875, 3.0625, 10.25]
2.8409035205841064	-1	[1.7080356128885152, 9.826169357519463, 4.777408116804671, 178.6875, 2.875, 10.0625]
3.2635836601257324	-1	[1.7080356128885152, 9.826169357519463, 4.828365375825624, 172.9375, 2.125, 9.1875]
3.670126438140869	-1	[1.7080356128885152, 9.826169357519463, 4.814384175385685, 166.125, 1.3125, 8.75]
4.0782787799835205	-1	[1.7080356128885152, 9.826169357519463, 4.8018678563066, 158.875, 0.875, 9.125]
4.478981971740723	-1	[1.7080356128885152, 9.826169357519463, 4.782139303483921, 150.625, 0.9375, 10.125]
4.9053239822387695	-1	[1.7080356128885152, 9.826169357519463, 4.75513482115129, 141.625, 1.1875, 10.75]
5.31121039390564	-1	[1.7080356128885152, 9.826169357519463, 4.727140978395243, 131.25, 1.6875, 10.5]
5.727679491043091	-1	[2.2130768638577605, 11.504932985364476, 4.693983573573323, 120.375, 2.125, 9.75]
6.132441282272339	-1	[2.2130768638577605, 11.504932985364476, 4.667277123257692, 108.0, 2.4375, 9.3125]
6.561050891876221	-1	[2.2130768638577605, 11.504932985364476, 4.63523981040169, 95.5, 2.25, 9.625]
6.99081563949585	-1	[1.4227564339585774, 12.500320666065399, 4.590495939346503, 81.625, 1.625, 10.3125]
7.397703170776367	-1	[-0.03247970459532468, 13.786447703835146, 4.559530203926748, 66.625, 0.8125, 10.5625]
7.807633876800537	-1	[-0.03247970459532468, 13.786447703835146, 4.513490936771372, 51.625, 0.4375, 10.25]
8.21845817565918	-1	[0.9234982300051674, 9.817465298898835, 4.466191950486804, 36.4375, 0.625, 10.0]
8.631540298461914	-1	[0.3348454538459501, 11.893880602355518, 4.403744678280311, 20.375, 1.0625, 10.25]
9.044808864593506	-1	[0.3348454538459501, 11.893880602355518, 4.337732277972765, 4.0, 1.5625, 10.8125]
9.456551551818848	-1	[1.8194384979292233, 11.353573221177255, 4.266561291646327, 346.75, 1.625, -5.875]
9.860717535018921	-1	[1.8194384979292233, 11.353573221177255, 4.2206338979077165, 329.9375, 1.625, 10.625]
10.308172225952148	-1	[1.8194384979292233, 11.353573221177255, 4.168599928892383, 312.3125, 1.375, 9.875]
10.718757629394531	0	[1.8194384979292233, 11.353573221177255, 4.122528391265311, 293.0625, 1.125, 9.5]
11.149764060974121	0	[1.5122524695616344, 11.805381068923749, 4.05881577826723, 275.0, 1.0625, 10.0]
11.5838303565979	0	[1.7967091876068735, 11.87427234513995, 3.971293606249203, 256.6875, 1.4375, -5.8125]
12.010698318481445	0	[1.7967091876068735, 11.87427234513995, 3.915076266656823, 238.8125, 2.125, -5.375]
12.436789751052856	0	[1.8627502159453677, 11.57581982506491, 3.8197167682408004, 221.75, 2.9375, 10.75]
12.85739278793335	0	[1.7891623795215699, 11.690138462818485, 3.745491557404222, 204.5625, 3.8125, 9.75]
13.284133195877075	0	[1.7891623795215699, 11.690138462818485, 3.677065993659556, 188.1875, 4.3125, 9.3125]
13.709223508834839	0	[1.7301730718511046, 12.184067320623859, 3.6049374596338093, 172.1875, 4.125, 9.8125]
14.125921726226807	0	[1.720471740327672, 12.294849379726262, 3.5438814360342663, 156.6875, 3.1875, 10.5]
14.54366660118103	0	[1.720471740327672, 12.294849379726262, 3.497750103903506, 141.5625, 2.1875, 10.4375]
14.961072444915771	0	[1.3169339719753117, 12.493145099624131, 3.412063259196096, 127.125, 1.625, 10.125]
15.402859926223755	0	[1.2360026196068785, 12.439674156787817, 3.3331694928048656, 112.75, 1.875, 10.0]
15.8143630027771	0	[1.2360026196068785, 12.439674156787817, 3.237991881567797, 98.1875, 2.6875, 10.5625]
16.22792887687683	0	[1.354544894977682, 12.281277004364348, 3.1362737801360434, 85.0, 3.4375, -5.875]
16.64323353767395	0	[1.259048660304241, 12.531808415368944, 3.0659647589079224, 72.0625, 3.8125, -5.875]
17.054235696792603	0	[1.259048660304241, 12.531808415368944, 2.9890239658527813, 59.4375, 3.75, 10.3125]
17.462808847427368	0	[1.1140129847117561, 12.33901511985802, 2.916220780000862, 47.0, 3.3125, 9.5]
17.872809886932373	0	[1.1107162942706796, 12.22710117126221, 2.848619641591179, 35.0, 2.75, 9.4375]
18.282823085784912	0	[1.1107162942706796, 12.22710117126221, 2.756896584915294, 23.6875, 2.1875, 10.0625]
18.69163179397583	0	[1.0753620865464963, 12.211245030467072, 2.6631081609152933, 12.4375, 1.9375, 10.875]
19.097704887390137	0	[1.3377765160092414, 12.45465459358193, 2.56686721152206, 1.375, 2.0, -5.9375]
19.524783611297607	0	[1.3377765160092414, 12.45465459358193, 2.466700777902012, 350.75, 2.5, 10.4375]
19.955084800720215	0	[0.9534922814495741, 12.282825516983916, 2.3688506861411054, 339.5625, 3.3125, 9.875]
