0.34524965286254883	[4.678038589063687, 3.7533251897771693, 1.7195216254431591, 187.125, 29.9375, 10.1875]
0.7610383033752441	[4.681518282457212, 3.784239787718407, 1.71587817349336, 185.9375, 30.375, -5.3125]
1.211712121963501	[4.681518282457212, 3.784239787718407, 1.733017752421466, 183.5, 31.0625, 10.375]
1.6403825283050537	[4.8014017265344, 3.8872496919930843, 1.7508685363828869, 179.1875, 31.375, 8.4375]
2.0430076122283936	[4.8149388067492325, 3.8641066856781716, 1.747566879511041, 173.8125, 31.0, 9.0]
2.4556171894073486	[4.8149388067492325, 3.8641066856781716, 1.7240338204304813, 168.125, 30.0, -4.9375]
2.854646682739258	[4.942565115366261, 3.8659895801627906, 1.7142133551628829, 161.3125, 28.625, -1.875]
3.2630934715270996	[4.801642199247188, 3.90947502587216, 1.6944401721800149, 154.1875, 27.1875, -1.1875]
3.686361074447632	[4.801642199247188, 3.90947502587216, 1.675843383013009, 146.8125, 25.8125, -2.4375]
4.112301826477051	[4.864440605774573, 4.142560216246978, 1.6505630289705644, 139.1875, 24.6875, -3.9375]
4.510678768157959	[4.877955285937469, 4.2169791516382436, 1.6034222032411731, 132.125, 24.8125, -4.0625]
4.896188735961914	[4.877955285937469, 4.2169791516382436, 1.561216425098725, 126.0625, 24.4375, -1.4375]
5.283531665802002	[4.939712150738967, 4.332409517628683, 1.5336379420717114, 120.5625, 24.0, 0.8125]
5.693323373794556	[4.934787022276465, 4.4317458483663765, 1.4965667066343955, 115.875, 24.0, 0.3125]
6.094708681106567	[4.934787022276465, 4.4317458483663765, 1.4683927682597269, 111.0625, 23.0, -1.4375]
6.513287305831909	[4.922948437946965, 4.636422411825186, 1.4462143357940547, 107.0625, 22.0625, -3.3125]
6.9210968017578125	[4.944180808165854, 4.723341845382906, 1.4315487067161865, 104.1875, 20.75, -3.25]
7.334413051605225	[4.944180808165854, 4.723341845382906, 1.3829732488121087, 105.8125, 20.1875, -2.375]
7.72220516204834	[4.749261813642259, 4.742573091752416, 1.344460676702845, 111.5, 17.0, -1.375]
8.139080286026001	[4.273971866577579, 5.139231906563831, 1.3472762038429194, 112.4375, 12.3125, 0.8125]
8.561219692230225	[4.273971866577579, 5.139231906563831, 1.362280137445627, 107.25, 9.0, 1.125]
8.96829342842102	[4.563144477406152, 4.551251626426115, 1.3796328322785005, 98.625, 8.9375, -1.0]
9.362103700637817	[4.265660817728973, 4.7320530615173, 1.4039369531104824, 88.1875, 13.3125, -2.75]
9.778358459472656	[4.265660817728973, 4.7320530615173, 1.423233214260672, 76.875, 18.9375, -1.8125]
10.19965124130249	[4.0159296641463085, 4.841871376911824, 1.4632725676636147, 64.25, 22.9375, 0.875]
10.620010614395142	[3.962699826344072, 4.873831517242703, 1.522440576873243, 50.5625, 20.875, 1.4375]
11.019298791885376	[3.962699826344072, 4.873831517242703, 1.5882158839725613, 39.125, 18.8125, -3.875]
11.414457082748413	[3.6548424512431397, 4.882774496835192, 1.6437664144274626, 31.375, 20.75, 5.875]
11.82598328590393	[3.476009643287537, 4.84685653005276, 1.5957264225326815, 25.125, 26.9375, 3.5]
12.244656562805176	[3.476009643287537, 4.84685653005276, 1.5586981545300949, 21.3125, 27.3125, 7.625]
12.674132108688354	[3.280743054398041, 5.048296216547281, 1.557746062005533, 19.8125, 26.75, -4.625]
13.103856086730957	[3.178841091033258, 5.110956328657108, 1.586448254451952, 19.1875, 25.875, -4.875]
13.500071287155151	[3.178841091033258, 5.110956328657108, 1.6500622372129077, 18.125, 24.625, 7.1875]
13.927501678466797	[2.797180541733941, 5.23662387615719, 1.7222799973275447, 17.4375, 24.3125, 2.375]
14.322871923446655	[2.6685910626827654, 5.272871729163183, 1.7370970222109303, 18.0625, 25.8125, 1.875]
14.761078596115112	[2.6685910626827654, 5.272871729163183, 1.67218551222607, 21.5, 31.375, 5.1875]
15.20335578918457	[2.4670789087207683, 5.480184964853673, 1.618508913031272, 27.6875, 34.25, 9.3125]
15.648797273635864	[2.4781953871782805, 5.458592840189475, 1.5824402080319406, 32.5625, 31.9375, 10.3125]
16.100396633148193	[2.4781953871782805, 5.458592840189475, 1.59897055949659, 33.375, 25.625, 7.9375]
16.558961391448975	[2.395622793306677, 5.22534569789076, 1.646666071490476, 32.125, 19.75, 4.25]
16.947900772094727	[2.3108029240505097, 5.153785508989905, 1.6493137868072083, 30.5, 17.5625, 3.4375]
17.339326858520508	[2.3108029240505097, 5.153785508989905, 1.6032687805691763, 29.3125, 19.1875, 6.0625]
17.75797438621521	[2.4631514678222826, 5.189360235511061, 1.5383578860663734, 28.3125, 23.5625, 9.75]
18.187342882156372	[2.4317353912000947, 5.185817669558696, 1.4961332254252124, 27.0, 28.9375, -5.8125]
18.620347023010254	[2.4317353912000947, 5.185817669558696, 1.4969528848832223, 24.875, 32.3125, 8.6875]
19.016080856323242	[2.3513760335320977, 5.089338915476683, 1.528608944501047, 22.3125, 31.8125, 5.0625]
19.40956711769104	[2.380871150708238, 5.029526689133332, 1.5634034318492054, 20.3125, 29.125, 4.0625]
19.800830125808716	[2.380871150708238, 5.029526689133332, 1.561207769869362, 19.4375, 27.9375, 6.25]
20.210304975509644	[2.4505390220033405, 5.050422910488025, 1.540405885542206, 19.6875, 27.6875, 9.25]
20.60221838951111	[2.433463153258795, 5.021714480328737, 1.5538904907716042, 20.0, 27.0625, 10.5]
20.99348783493042	[2.433463153258795, 5.021714480328737, 1.5732518722867344, 19.75, 26.0625, 8.6875]
21.382045030593872	[2.3944187333862166, 4.9451942039124255, 1.609372387543183, 19.0, 25.8125, 5.875]
21.790619611740112	[2.398879635095768, 4.941610745310139, 1.6202686909586357, 17.9375, 26.375, 5.3125]
22.19742488861084	[2.398879635095768, 4.941610745310139, 1.6320012484067201, 16.0, 27.125, 7.75]
22.60159468650818	[2.4082045808908354, 4.945711238891619, 1.648267725542914, 13.125, 27.4375, -5.9375]
23.00597858428955	[2.4023379110152447, 4.937356841030459, 1.7070660758793115, 8.75, 26.875, -4.4375]
23.40831732749939	[2.4023379110152447, 4.937356841030459, 1.7827545233032687, 2.8125, 25.75, -5.25]
23.8482084274292	[2.36283547978094, 4.859502439219649, 1.7913774480721418, 356.1875, 29.25, 10.3125]
24.260167360305786	[2.2435162720835766, 4.890019008040472, 1.805136426457153, 348.1875, 30.625, -5.3125]
24.692301988601685	[2.2435162720835766, 4.890019008040472, 1.8181158986019734, 341.0, 32.6875, -2.4375]
25.090901374816895	[0.6826781182752285, 3.8273345269614203, 1.8197951427718189, 333.9375, 33.3125, 0.3125]
25.489511013031006	[1.077345701410465, 3.8555118956132732, 1.8207546265695234, 328.25, 32.875, 0.5]
25.908368349075317	[1.077345701410465, 3.8555118956132732, 1.8030725620221173, 323.625, 31.4375, -1.5625]
26.302734375	[1.965471818682604, 4.5746247795453785, 1.78862288147362, 320.3125, 29.125, -3.3125]
26.734097003936768	[1.8900391820887954, 4.571250373805159, 1.7528056991083636, 318.25, 26.5625, -2.875]
27.187637090682983	[1.8900391820887954, 4.571250373805159, 1.7245522994896938, 316.6875, 23.9375, -0.3125]
27.585126876831055	[1.73668809242743, 4.356318414272398, 1.708602879284771, 315.0, 21.75, 1.75]
27.989821910858154	[1.6382924210611463, 4.313856111174233, 1.7039482764965315, 313.0, 20.5, 1.25]
28.39484405517578	[1.6382924210611463, 4.313856111174233, 1.7053405306955058, 310.375, 20.125, -0.6875]
28.79431128501892	[1.4544918669064009, 4.126136809103393, 1.7036933407637296, 307.25, 20.875, -1.875]
29.2333927154541	[1.3466318448548051, 4.030934607406346, 1.6929568024136987, 304.375, 22.6875, -1.25]
29.639639854431152	[1.3466318448548051, 4.030934607406346, 1.6866563703487727, 301.875, 24.875, 1.25]
30.041521787643433	[1.145578826417548, 3.7634806791470568, 1.6734276896919302, 300.75, 26.5, 2.375]
30.446080207824707	[1.0859932584941332, 3.639594842848261, 1.6566559207868101, 301.0625, 27.0, 1.4375]
30.848642110824585	[1.0859932584941332, 3.639594842848261, 1.620091742442053, 302.75, 26.25, -0.625]
31.26768970489502	[1.0575702062773926, 3.420536980091727, 1.605210397667398, 305.0, 23.8125, -1.5]
31.680349826812744	[1.0981369419062774, 3.328125161140268, 1.5700500462795612, 307.625, 22.25, -0.75]
32.07663893699646	[1.0981369419062774, 3.328125161140268, 1.505323415773533, 311.125, 22.625, -3.0625]
32.473156213760376	[1.0874990353550964, 3.3456390561918523, 1.5118575945371178, 312.875, 21.25, -2.625]
